gc_iter	gc_defnew_start	gc_defnew_end	gc_defnew_all	gc_paus_time	gc_start_occ	gc_end_occ	gc_main_paus_time	
28.162	1869	64	1984	0.0005700	22778	20974	0.0006310
28.165	1825	130	1984	0.0008730	22734	21105	0.0009440
28.178	1844	132	1984	0.0006760	22819	21107	0.0007420
28.182	1863	133	1984	0.0007970	22838	21175	0.0008650
28.185	1882	135	1984	0.0007230	22924	21176	0.0007880
28.189	1902	136	1984	0.0008450	22943	21246	0.0009160
28.200	1921	137	1984	0.0006890	23030	21247	0.0007550
28.203	1801	139	1984	0.0006840	22911	21248	0.0007490
28.207	1817	140	1984	0.0006900	22927	21250	0.0007570
28.211	1834	141	1984	0.0007930	22943	21251	0.0008600
28.214	1850	142	1984	0.0007070	22960	21252	0.0007750
28.219	1867	144	1984	0.0006930	22976	21253	0.0007590
28.229	1883	145	1984	0.0007110	22993	21255	0.0007770
28.232	1900	146	1984	0.0007170	23009	21256	0.0010030
28.237	1916	147	1984	0.0006710	23026	21257	0.0007350
28.240	1933	149	1984	0.0007080	23042	21258	0.0007740
28.244	1874	75	1984	0.0006810	22983	21185	0.0007430
28.248	1814	151	1984	0.0008930	22923	21337	0.0009660
28.258	1828	152	1984	0.0007160	23013	21338	0.0007850
28.261	1919	77	1984	0.0005880	23104	21262	0.0006800
28.265	1857	155	1984	0.0016890	23042	21418	0.0017620
28.269	1871	156	1984	0.0006830	23134	21419	0.0007480
28.272	1885	157	1984	0.0010640	23148	21499	0.0011360
28.277	1898	158	1984	0.0008440	23240	21500	0.0009150
28.287	1912	159	1984	0.0009310	23254	21581	0.0010020
28.291	1926	161	1984	0.0007230	23348	21582	0.0007900
28.295	1940	162	1984	0.0009130	23362	21664	0.0009850
28.300	1872	81	1984	0.0008570	23375	21584	0.0009270
28.304	1804	164	1984	0.0007510	23306	21667	0.0008180
28.314	1815	165	1984	0.0007370	23318	21668	0.0008050
28.318	1827	166	1984	0.0007220	23330	21669	0.0007890
28.321	1838	167	1984	0.0007280	23341	21670	0.0010850
28.325	1850	168	1984	0.0008170	23353	21671	0.0008850
28.328	1862	169	1984	0.0007470	23364	21672	0.0008120
28.331	1873	170	1984	0.0007590	23376	21673	0.0008250
28.336	1885	171	1984	0.0006400	23388	21674	0.0007040
28.339	1896	172	1984	0.0007700	23399	21675	0.0008370
28.343	1908	173	1984	0.0007500	23411	21676	0.0008180
28.347	1920	174	1984	0.0007260	23422	21677	0.0007920
28.357	1931	176	1984	0.0007920	23434	21678	0.0008620
28.361	1943	177	1984	0.0010090	23446	21679	0.0010810
28.364	1954	178	1984	0.0007690	23457	21680	0.0008350
28.368	1966	179	1984	0.0007690	23469	21681	0.0008360
28.371	1888	90	1984	0.0006220	23390	21592	0.0006830
28.375	1808	181	1984	0.0008550	23311	21774	0.0009310
28.389	1818	182	1984	0.0007760	23411	21775	0.0008470
28.393	1919	91	1984	0.0007430	23512	21684	0.0008090
28.396	1838	184	1984	0.0009850	23431	21869	0.0010570
28.400	1847	185	1984	0.0008930	23532	21870	0.0009610
28.404	1950	93	1984	0.0015150	23635	21778	0.0015860
28.408	1867	187	1984	0.0011680	23552	21965	0.0012390
28.412	1877	188	1984	0.0007940	23655	21966	0.0008620
28.416	1886	188	1984	0.0011600	23665	22062	0.0012300
28.430	1896	189	1984	0.0007900	23769	22063	0.0008610
28.433	1905	190	1984	0.0012680	23778	22159	0.0013390
28.437	1915	191	1984	0.0008170	23883	22160	0.0008870
28.440	1924	96	1984	0.0077860	23893	22257	0.0078590
28.451	1837	96	1984	0.0007900	23998	22355	0.0008580
28.455	1846	97	1984	0.0009120	24104	22550	0.0009790
28.459	1855	97	1984	0.0008230	24308	22648	0.0008910
28.463	1864	98	1984	0.0010650	24415	22845	0.0011370
28.466	1873	98	1984	0.0008250	24620	22944	0.0008930
28.477	1882	99	1984	0.0010400	24728	23143	0.0011100
28.481	1792	99	1984	0.0006320	24836	23143	0.0007160
28.485	1800	100	1984	0.0008480	24844	23244	0.0009190
28.488	1707	100	1984	0.0008540	24851	23345	0.0009210
28.491	1714	101	1984	0.0008520	24959	23446	0.0009200
28.496	1722	101	1984	0.0008500	25067	23548	0.0009190
28.499	1729	101	1984	0.0008390	25176	23650	0.0009080
28.503	1736	102	1984	0.0008470	25285	23753	0.0009160
28.506	1743	102	1984	0.0008370	25394	23856	0.0009050
28.518	1750	103	1984	0.0008210	25504	23960	0.0008870
28.522	1757	103	1984	0.0008510	25614	24063	0.0009200
28.525	1765	103	1984	0.0009010	25725	24168	0.0009700
28.529	1772	104	1984	0.0011040	25836	24273	0.0011780
28.532	1779	104	1984	0.0008970	25948	24378	0.0009660
28.536	1786	105	1984	0.0008620	26060	24483	0.0009300
38.865	1896	118	1984	0.0012400	26275	24496	0.0013050
